Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
433,Monetary authorities and depository credit intermediation,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.048191579215970393
433,Monetary authorities and depository credit intermediation,449,"Architectural, engineering, and related services",0.010726971279443331
433,Monetary authorities and depository credit intermediation,451,Custom computer programming services,3.0163818632272365E-05
433,Monetary authorities and depository credit intermediation,452,Computer systems design services,5.397342253416447E-05
433,Monetary authorities and depository credit intermediation,454,Management consulting services,0.00011149438355801539
433,Monetary authorities and depository credit intermediation,456,Scientific research and development services,0.00078677438270662037
433,Monetary authorities and depository credit intermediation,457,"Advertising, public relations, and related services",0.1279066096846293
433,Monetary authorities and depository credit intermediation,462,Office administrative services,0.00031787806516709455
433,Monetary authorities and depository credit intermediation,464,Employment services,0.0098654426992195177
433,Monetary authorities and depository credit intermediation,465,Business support services,0.0010561914185587551
433,Monetary authorities and depository credit intermediation,466,Travel arrangement and reservation services,0.00015763862049582994
433,Monetary authorities and depository credit intermediation,467,Investigation and security services,0.013527264973215436
433,Monetary authorities and depository credit intermediation,468,Services to buildings,0.030898300609865093
433,Monetary authorities and depository credit intermediation,469,Landscape and horticultural services,0.0073104267614521046
433,Monetary authorities and depository credit intermediation,471,Waste management and remediation services,0.00015252019400642872
433,Monetary authorities and depository credit intermediation,474,Other educational services,0.00010832995930953708
433,Monetary authorities and depository credit intermediation,488,Performing arts companies,0.00011684163613087141
433,Monetary authorities and depository credit intermediation,492,"Independent artists, writers, and performers",0.02171904761706589
433,Monetary authorities and depository credit intermediation,496,Other amusement and recreation industries,0.0036732666316466323
433,Monetary authorities and depository credit intermediation,497,Fitness and recreational sports centers,0.0023339063237841351
433,Monetary authorities and depository credit intermediation,499,"Hotels and motels, including casino hotels",0.00027849934352541447
433,Monetary authorities and depository credit intermediation,500,Other accommodations,1.7136642294616642E-06
433,Monetary authorities and depository credit intermediation,501,Full-service restaurants,0.061660089204909063
433,Monetary authorities and depository credit intermediation,502,Limited-service restaurants,0.089036722879942687
433,Monetary authorities and depository credit intermediation,503,All other food and drinking places,0.0053209669119308467
433,Monetary authorities and depository credit intermediation,504,"Automotive repair and maintenance, except car washes",0.018316963126029373
433,Monetary authorities and depository credit intermediation,505,Car washes,0.00091640537518901388
433,Monetary authorities and depository credit intermediation,506,Electronic and precision equipment repair and maintenance,0.002266096552033664
433,Monetary authorities and depository credit intermediation,507,Commercial and industrial machinery and equipment repair and maintenance,0.0096727541580571286
433,Monetary authorities and depository credit intermediation,508,Personal and household goods repair and maintenance,0.0080581478221347647
433,Monetary authorities and depository credit intermediation,511,Dry-cleaning and laundry services,0.00010310139367512676
433,Monetary authorities and depository credit intermediation,512,Other personal services,0.0013372725846801103
433,Monetary authorities and depository credit intermediation,515,Business and professional associations,0.024005267872575509
433,Monetary authorities and depository credit intermediation,516,Labor and civic organizations,0.00014239395667079054
433,Monetary authorities and depository credit intermediation,518,Postal service,0.012052813976457522
433,Monetary authorities and depository credit intermediation,5001,Employee Compensation,3.6032276153564453
433,Monetary authorities and depository credit intermediation,6001,Proprietor Income,0.14549565315246582
433,Monetary authorities and depository credit intermediation,7001,Other Property Type Income,0.99662935733795166
433,Monetary authorities and depository credit intermediation,8001,Tax on Production and Imports,0.47391244769096375
433,Monetary authorities and depository credit intermediation,11001,Federal Government NonDefense,4.484883536116542E-06
433,Monetary authorities and depository credit intermediation,12001,State/Local Govt NonEducation,0.0039316992586388294
433,Monetary authorities and depository credit intermediation,14002,Inventory Additions/Deletions,6.0996696305596689E-06
433,Monetary authorities and depository credit intermediation,25001,Foreign Trade,0.075896030529273628
433,Monetary authorities and depository credit intermediation,28001,Domestic Trade,3.8084835311780849
434,Nondepository credit intermediation and related activities,20,Extraction of natural gas and crude petroleum,7.5239139165961255E-05
434,Nondepository credit intermediation and related activities,50,Natural gas distribution,0.00078442450801508024
434,Nondepository credit intermediation and related activities,62,Maintenance and repair construction of nonresidential structures,0.0040032144789972079
434,Nondepository credit intermediation and related activities,138,Reconstituted wood product manufacturing,3.6373570699965827E-08
434,Nondepository credit intermediation and related activities,145,All other miscellaneous wood product manufacturing,3.6050440376599047E-05
434,Nondepository credit intermediation and related activities,154,Printing,0.0013055652276632301
434,Nondepository credit intermediation and related activities,180,Polish and other sanitation good manufacturing,1.4395320997728778E-07
434,Nondepository credit intermediation and related activities,195,Other plastics product manufacturing,6.1298085005047267E-07
434,Nondepository credit intermediation and related activities,236,Handtool manufacturing,1.9348211463621412E-09
434,Nondepository credit intermediation and related activities,261,Other fabricated metal manufacturing,7.0841462968575242E-06
434,Nondepository credit intermediation and related activities,278,Industrial mold manufacturing,2.5299344263827626E-08
434,Nondepository credit intermediation and related activities,282,Rolling mill and other metalworking machinery manufacturing,5.3676195271116773E-08
